device,deviceId,deviceType,registerAddress,registerHex,variableName,dataTag,mapName,source,mapType,mapUnit,mapDescription,telemetryName,tags,aggregation,scope,rackLabel,whereTo,uiComponent,uiTab,uiField,uiFieldLabel
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_battery_ready,Battery Ready,bitfieldConfigs (reg 30421),bitfield,-,Battery Ready,Battery Ready,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Battery Ready
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_pwr_derate,Charge Power Derating,bitfieldConfigs (reg 30421),bitfield,-,Charge Power Derating,Charge Power Derating,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Charge Power Derating
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_current_sensor,Current Sensor Type,bitfieldConfigs (reg 30421),bitfield,-,Current Sensor Type,Current Sensor Type,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Current Sensor Type
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_pc,PC Status,bitfieldConfigs (reg 30422),bitfield,-,PC Status,PC Status,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,PC Status
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_mc_plus,MC(+) Status,bitfieldConfigs (reg 30422),bitfield,-,MC(+) Status,MC(+) Status,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(+) Status
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_mc_minus,MC(-) Status,bitfieldConfigs (reg 30422),bitfield,-,MC(-) Status,MC(-) Status,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(-) Status
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_cb,CB Status,bitfieldConfigs (reg 30422),bitfield,-,CB Status,CB Status,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,CB Status
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_fan1,Pack Fan1,bitfieldConfigs (reg 30422),bitfield,-,Pack Fan1,Pack Fan1,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan1
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_fan2,Pack Fan2,bitfieldConfigs (reg 30422),bitfield,-,Pack Fan2,Pack Fan2,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan2
BSC Main,BSC-1,BSC,30422,0x76d6,,r2_bpu_fan,BPU Fan,bitfieldConfigs (reg 30422),bitfield,-,BPU Fan,BPU Fan,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,BPU Fan
BSC Main,BSC-1,BSC,30424,0x76d8,BSC1-161 (Rack 2),,Heart Beat (from RBMS),,uint16,,Data is incremented by 1  (every 1sec) for a period of transmission,Heartbeat,"rack_id: system, deviceId: BSC-1",,system,,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,heartbeat,Heartbeat
BSC Main,BSC-1,BSC,30425,0x76d9,BSC1-162 (Rack 2),,Live Unit Count,,uint16,ea,Awaken PBMS Count e.g.) 0x00C8 -> 200,Count,"rack_id: 2, component: live_unit, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30426,0x76da,BSC1-163 (Rack 2),,Remaining Balancing Time,,uint32,s,e.g.) 0x00015180 -> 86400 [s],BalanceTime,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,balancingTime,Dengeleme Süresi (s)
BSC Main,BSC-1,BSC,30428,0x76dc,BSC1-165 (Rack 2),,SOC,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOC,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soc,SoC (%)
BSC Main,BSC-1,BSC,30429,0x76dd,BSC1-166 (Rack 2),,SOH,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOH,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soh,SoH (%)
BSC Main,BSC-1,BSC,30430,0x76de,BSC1-167 (Rack 2),,Charge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],ChargePower,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Control,"RackCard
(Rack sayfası kart bileşeni)",,power_kw,Güç (kW)
BSC Main,BSC-1,BSC,30432,0x76e0,BSC1-169 (Rack 2),,Discharge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],DischargePower,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,dischargePowerLimit,Deşarj Güç Limiti (kW)
BSC Main,BSC-1,BSC,30434,0x76e2,BSC1-171 (Rack 2),,Cell Sum Voltage,,uint32,V,e.g.) 0x0072 C14D -> 0x72 C14D / 10000 = 752.0589 [V],Voltage,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Control,"RackCard
(Rack sayfası kart bileşeni)",,voltage,Voltaj (V)
BSC Main,BSC-1,BSC,30436,0x76e4,BSC1-173 (Rack 2),,Current,,int32,A,"e.g.) 0x0001 329E -> 0x0001 329E / 1000 = 78.494 [A], , 0xFFFE CD5F → -78497 / 1000 = -78.497[A]",Current,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,current,Akım (A)
BSC Main,BSC-1,BSC,30454,0x76f6,BSC1-189 (Rack 2),,Max Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 2, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellVoltage,Maks Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30455,0x76f7,BSC1-190 (Rack 2),,Min Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 2, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellVoltage,Min Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30456,0x76f8,BSC1-191 (Rack 2),,Avg Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 2, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgCellVoltage,Ort Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30457,0x76f9,BSC1-192 (Rack 2),,Max Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 2, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellLocation,Maks Hücre Konumu
BSC Main,BSC-1,BSC,30458,0x76fa,BSC1-194 (Rack 2),,Min Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 2, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellLocation,Min Hücre Konumu
BSC Main,BSC-1,BSC,30459,0x76fb,BSC1-196 (Rack 2),,Max Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 2, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxPackTemperature,Maks Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30460,0x76fc,BSC1-197 (Rack 2),,Min Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 2, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minPackTemperature,Min Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30461,0x76fd,BSC1-198 (Rack 2),,Avg Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 2, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgPackTemperature,Ort Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30462,0x76fe,BSC1-199 (Rack 2),,Max Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 2, variant: max_location, deviceId: BSC-1",,per-rack,Rack 2,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30463,0x76ff,BSC1-200 (Rack 2),,Min Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 2, variant: min_location, deviceId: BSC-1",,per-rack,Rack 2,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30464,0x7700,BSC1-201 (Rack 2),,Max Difference of Temperature in Rack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 2, variant: max_diff, deviceId: BSC-1",,per-rack,Rack 2,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30465,0x7701,BSC1-202 (Rack 2),,Max Difference of Temperature in Pack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 2, variant: max_diff_pack, deviceId: BSC-1",,per-rack,Rack 2,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30470,0x7706,BSC1-203 (Rack 2),,MC Open Count,,uint16,,,OpenCount,"rack_id: 2, component: mc, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,mcOpenCount,MC Açma Sayısı
BSC Main,BSC-1,BSC,30471,0x7707,BSC1-204 (Rack 2),,Calibration Information,,uint16,,,CalibrationInfo,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Control,,,,
BSC Main,BSC-1,BSC,30473,0x7709,BSC1-205 (Rack 2),,Non-balancing Entry Period,,uint16,day,,NonBalancePeriod,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,nonBalancingPeriod,Dengelemesiz Dönem (gün)
BSC Main,BSC-1,BSC,30570,0x776a,BSC1-124 (Rack 3),,RBMS SW Version,Nameplate,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 3, component: rbms, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30572,0x776c,BSC1-126 (Rack 3),,Updater Version,,uint32,-,SW Version e.g.) 0x12345678 -> SW V12.34.56.78 (BCD),Version,"rack_id: 3, component: updater, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30574,0x776e,BSC1-128 (Rack 3),,Boot Selector Version,,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 3, component: boot_selector, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30576,0x7770,BSC1-130 (Rack 3),,RBMS SW Checksum,,uint32,-,e.g.) 0x01020304,Checksum,"rack_id: 3, component: rbms, deviceId: BSC-1",,per-rack,Rack 3,,,,,
BSC Main,BSC-1,BSC,30578,0x7772,BSC1-132 (Rack 3),,BMS SW Name,,uint128,-,"BMS SW Name e.g.) 0x4733585F52424D53 : ""G3X_RBMS""",SWName,"rack_id: 3, component: bms, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,bmsSwName,BMS Yazılım Adı
BSC Main,BSC-1,BSC,30586,0x777a,BSC1-140 (Rack 3),,BMS Serial Number,,uint32,-,Serial Number e.g.) 0x4E25F371(hex) = 1311110001(dec),SerialNumber,"rack_id: 3, component: bms, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,serialNumber,Seri No
BSC Main,BSC-1,BSC,30588,0x777c,BSC1-142 (Rack 3),,BMS HW Version,,uint32,-,BMS HW Version e.g.) 0x00010002 -> HW V1.2 (BCD),Version,"rack_id: 3, component: bms_hw, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30590,0x777e,BSC1-144 (Rack 3),,Current Sensor Type,,uint16,-,"e.g.) Network Type + Hall Type : 1, Hall Type : 0",SensorType,"rack_id: 3, component: current, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,currentSensorType,Akım Sensörü Tipi
BSC Main,BSC-1,BSC,30592,0x7780,BSC1-146 (Rack 3),,Relay Close Current Spec,,uint16,A,Relay Close Current Spec. e.g.) 0x00C8 -> 200 A,CloseCurrent,"rack_id: 3, component: relay, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,relayCloseCurrent,Röle Kapama Akımı (A)
BSC Main,BSC-1,BSC,30593,0x7781,BSC1-147 (Rack 3),,Pack Count,,uint16,ea,Pack Count e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 3, component: pack, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30594,0x7782,BSC1-148 (Rack 3),,BMIC Count per Pack,,uint16,ea,BMIC Count e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 3, component: bmic, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30595,0x7783,BSC1-149 (Rack 3),,Temperature Sensor Count,,uint16,ea,Temperature Sensor Count per Pack e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 3, component: temp_sensor, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30597,0x7785,BSC1-151 (Rack 3),,PCB Temperature Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 3, component: pcb_temp, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30598,0x7786,BSC1-152 (Rack 3),,Pack Voltage Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 3, component: pack_voltage, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30599,0x7787,BSC1-153 (Rack 3),,Voltage Sensor Count,,uint16,ea,Voltage Sensor Count per Pack e.g.) 0x000E -> 14 (ea),Count,"rack_id: 3, component: voltage_sensor, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30602,0x778a,BSC1-156 (Rack 3),,Pack Type,,uint16,-,e.g.) 0x0503,Type,"rack_id: 3, component: pack, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packType,Paket Tipi
BSC Main,BSC-1,BSC,30620,0x779c,BSC1-157 (Rack 3),,State,Summary                                                  Sum,uint16,enum,,State,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Rack Details,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,state,Durum Kodu
BSC Main,BSC-1,BSC,30621,0x779d,,r3_cell_balancing,Cell Balancing,bitfieldConfigs (reg 30621),bitfield,-,Cell Balancing,Cell Balancing,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Cell Balancing
BSC Main,BSC-1,BSC,30621,0x779d,,r3_warning,Warning,bitfieldConfigs (reg 30621),bitfield,-,Warning,Warning,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Warning
BSC Main,BSC-1,BSC,30621,0x779d,,r3_fault,Fault,bitfieldConfigs (reg 30621),bitfield,-,Fault,Fault,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Fault
BSC Main,BSC-1,BSC,30621,0x779d,,r3_charge_status,Charge/Discharge Status,bitfieldConfigs (reg 30621),bitfield,-,Charge/Discharge Status,Charge/Discharge Status,rack_id: 3,,per-rack,Rack 3,,,,,Charge/Discharge Status
BSC Main,BSC-1,BSC,30621,0x779d,,r3_cer,CER Status,bitfieldConfigs (reg 30621),bitfield,-,CER Status,CER Status,rack_id: 3,,per-rack,Rack 3,,,,,CER Status
BSC Main,BSC-1,BSC,30621,0x779d,,r3_dc_line,DC Line Closed,bitfieldConfigs (reg 30621),bitfield,-,DC Line Closed,DC Line Closed,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,DC Line Closed
BSC Main,BSC-1,BSC,30621,0x779d,,r3_battery_ready,Battery Ready,bitfieldConfigs (reg 30621),bitfield,-,Battery Ready,Battery Ready,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Battery Ready
BSC Main,BSC-1,BSC,30621,0x779d,,r3_pwr_derate,Charge Power Derating,bitfieldConfigs (reg 30621),bitfield,-,Charge Power Derating,Charge Power Derating,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Charge Power Derating
BSC Main,BSC-1,BSC,30621,0x779d,,r3_current_sensor,Current Sensor Type,bitfieldConfigs (reg 30621),bitfield,-,Current Sensor Type,Current Sensor Type,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Current Sensor Type
BSC Main,BSC-1,BSC,30622,0x779e,,r3_pc,PC Status,bitfieldConfigs (reg 30622),bitfield,-,PC Status,PC Status,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,PC Status
BSC Main,BSC-1,BSC,30622,0x779e,,r3_mc_plus,MC(+) Status,bitfieldConfigs (reg 30622),bitfield,-,MC(+) Status,MC(+) Status,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(+) Status
BSC Main,BSC-1,BSC,30622,0x779e,,r3_mc_minus,MC(-) Status,bitfieldConfigs (reg 30622),bitfield,-,MC(-) Status,MC(-) Status,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(-) Status
BSC Main,BSC-1,BSC,30622,0x779e,,r3_cb,CB Status,bitfieldConfigs (reg 30622),bitfield,-,CB Status,CB Status,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,CB Status
BSC Main,BSC-1,BSC,30622,0x779e,,r3_fan1,Pack Fan1,bitfieldConfigs (reg 30622),bitfield,-,Pack Fan1,Pack Fan1,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan1
BSC Main,BSC-1,BSC,30622,0x779e,,r3_fan2,Pack Fan2,bitfieldConfigs (reg 30622),bitfield,-,Pack Fan2,Pack Fan2,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan2
BSC Main,BSC-1,BSC,30622,0x779e,,r3_bpu_fan,BPU Fan,bitfieldConfigs (reg 30622),bitfield,-,BPU Fan,BPU Fan,rack_id: 3,,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,BPU Fan
BSC Main,BSC-1,BSC,30624,0x77a0,BSC1-161 (Rack 3),,Heart Beat (from RBMS),,uint16,,Data is incremented by 1  (every 1sec) for a period of transmission,Heartbeat,"rack_id: system, deviceId: BSC-1",,system,,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,heartbeat,Heartbeat
BSC Main,BSC-1,BSC,30625,0x77a1,BSC1-162 (Rack 3),,Live Unit Count,,uint16,ea,Awaken PBMS Count e.g.) 0x00C8 -> 200,Count,"rack_id: 3, component: live_unit, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30626,0x77a2,BSC1-163 (Rack 3),,Remaining Balancing Time,,uint32,s,e.g.) 0x00015180 -> 86400 [s],BalanceTime,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,balancingTime,Dengeleme Süresi (s)
BSC Main,BSC-1,BSC,30628,0x77a4,BSC1-165 (Rack 3),,SOC,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOC,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soc,SoC (%)
BSC Main,BSC-1,BSC,30629,0x77a5,BSC1-166 (Rack 3),,SOH,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOH,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soh,SoH (%)
BSC Main,BSC-1,BSC,30630,0x77a6,BSC1-167 (Rack 3),,Charge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],ChargePower,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Control,"RackCard
(Rack sayfası kart bileşeni)",,power_kw,Güç (kW)
BSC Main,BSC-1,BSC,30632,0x77a8,BSC1-169 (Rack 3),,Discharge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],DischargePower,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,dischargePowerLimit,Deşarj Güç Limiti (kW)
BSC Main,BSC-1,BSC,30634,0x77aa,BSC1-171 (Rack 3),,Cell Sum Voltage,,uint32,V,e.g.) 0x0072 C14D -> 0x72 C14D / 10000 = 752.0589 [V],Voltage,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Control,"RackCard
(Rack sayfası kart bileşeni)",,voltage,Voltaj (V)
BSC Main,BSC-1,BSC,30636,0x77ac,BSC1-173 (Rack 3),,Current,,int32,A,"e.g.) 0x0001 329E -> 0x0001 329E / 1000 = 78.494 [A], , 0xFFFE CD5F → -78497 / 1000 = -78.497[A]",Current,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,current,Akım (A)
BSC Main,BSC-1,BSC,30654,0x77be,BSC1-189 (Rack 3),,Max Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 3, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellVoltage,Maks Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30655,0x77bf,BSC1-190 (Rack 3),,Min Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 3, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellVoltage,Min Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30656,0x77c0,BSC1-191 (Rack 3),,Avg Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 3, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgCellVoltage,Ort Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30657,0x77c1,BSC1-192 (Rack 3),,Max Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 3, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellLocation,Maks Hücre Konumu
